n1,n2,fij
1,2,-3.5416e+00
1,3,-1.0119e+00
1,4,-1.0119e+00
1,5,-2.0238e+00
1,6,3.5416e+00
1,7,-1.1102e-16
1,8,-2.5297e+00
1,9,-4.0475e+00
1,10,2.0238e+00
1,11,-1.5178e+00
1,12,1.5178e+00
1,13,-5.0594e+00
1,14,1.0119e+00
1,15,-1.0119e+00
1,16,-1.5178e+00
1,17,1.5178e+00
1,18,-4.5535e+00
1,19,-5.0594e-01
1,20,-5.0594e+00
2,3,0.0000e+00
2,4,2.0238e+00
2,5,3.0356e+00
2,6,-2.0238e+00
2,7,-3.0356e+00
2,8,-2.5297e+00
2,9,-5.0594e-01
2,10,1.0119e+00
2,11,2.0238e+00
2,12,0.0000e+00
2,13,-2.5297e+00
2,14,-3.0356e+00
2,15,1.5178e+00
2,16,0.0000e+00
2,17,-1.0119e+00
2,18,-3.0356e+00
2,19,5.0594e-01
2,20,-1.5178e+00
3,4,-8.3267e-17
3,5,5.0594e-01
3,6,5.5653e+00
3,7,2.5297e+00
3,8,-1.0119e+00
3,9,-1.5178e+00
3,10,5.0594e-01
3,11,4.0475e+00
3,12,-1.6653e-16
3,13,-2.0238e+00
3,14,-1.0119e+00
3,15,4.0475e+00
3,16,1.5178e+00
3,17,2.5297e+00
3,18,-2.0238e+00
3,19,-5.0594e-01
3,20,0.0000e+00
4,5,-1.0119e+00
4,6,-2.5297e+00
4,7,-5.0594e+00
4,8,8.3267e-17
4,9,2.0238e+00
4,10,-1.0119e+00
4,11,5.0594e-01
4,12,-5.0594e-01
4,13,-2.0238e+00
4,14,1.0119e+00
4,15,1.0119e+00
4,16,-2.0238e+00
4,17,-1.0119e+00
4,18,-6.0713e+00
4,19,-5.0594e-01
4,20,-5.0594e+00
5,6,1.0119e+00
5,7,5.0594e-01
5,8,-1.5178e+00
5,9,-5.0594e-01
5,10,-5.0594e-01
5,11,-5.0594e-01
5,12,0.0000e+00
5,13,-2.5297e+00
5,14,-5.0594e-01
5,15,0.0000e+00
5,16,-1.5178e+00
5,17,0.0000e+00
5,18,5.0594e-01
5,19,5.0594e-01
5,20,-1.0119e+00
6,7,-3.5416e+00
6,8,-1.5178e+00
6,9,-1.0119e+00
6,10,4.0475e+00
6,11,1.5178e+00
6,12,-2.5297e+00
6,13,-1.0119e+00
6,14,-1.6653e-16
6,15,-4.5535e+00
6,16,-5.0594e-01
6,17,2.0238e+00
6,18,-1.5178e+00
6,19,5.0594e-01
6,20,-5.0594e-01
7,8,0.0000e+00
7,9,1.5178e+00
7,10,5.0594e-01
7,11,-1.5178e+00
7,12,3.5416e+00
7,13,1.0119e+00
7,14,5.0594e-01
7,15,-1.0119e+00
7,16,5.0594e-01
7,17,1.5178e+00
7,18,-1.0119e+00
7,19,-1.5178e+00
7,20,5.0594e-01
8,9,1.0119e+00
8,10,5.0594e-01
8,11,-5.0594e-01
8,12,-1.0119e+00
8,13,-2.0238e+00
8,14,1.5178e+00
8,15,1.0119e+00
8,16,2.5297e+00
8,17,-4.0475e+00
8,18,5.0594e-01
8,19,-1.0119e+00
8,20,4.5535e+00
9,10,0.0000e+00
9,11,-2.0238e+00
9,12,-2.5297e+00
9,13,1.0119e+00
9,14,2.0238e+00
9,15,-2.5297e+00
9,16,3.0356e+00
9,17,-5.0594e-01
9,18,2.5297e+00
9,19,-5.0594e-01
9,20,0.0000e+00
10,11,-1.5178e+00
10,12,-1.5178e+00
10,13,-1.0119e+00
10,14,-1.0119e+00
10,15,-2.5297e+00
10,16,-2.0238e+00
10,17,5.0594e-01
10,18,-1.5178e+00
10,19,-1.0119e+00
10,20,-2.5297e+00
11,12,-1.0119e+00
11,13,0.0000e+00
11,14,2.0238e+00
11,15,3.0356e+00
11,16,5.0594e-01
11,17,-5.0594e-01
11,18,5.0594e-01
11,19,-5.0594e-01
11,20,0.0000e+00
12,13,3.0356e+00
12,14,0.0000e+00
12,15,-1.5178e+00
12,16,2.5297e+00
12,17,1.0119e+00
12,18,2.0238e+00
12,19,2.5297e+00
12,20,5.0594e-01
13,14,2.0238e+00
13,15,2.5297e+00
13,16,-5.0594e-01
13,17,3.0356e+00
13,18,0.0000e+00
13,19,1.0119e+00
13,20,5.0594e+00
14,15,2.0238e+00
14,16,1.0119e+00
14,17,-1.5178e+00
14,18,-1.0119e+00
14,19,2.5297e+00
14,20,0.0000e+00
15,16,-8.3267e-17
15,17,-1.0119e+00
15,18,-2.0238e+00
15,19,-1.5178e+00
15,20,-5.0594e-01
16,17,1.0119e+00
16,18,-1.5178e+00
16,19,1.0119e+00
16,20,3.0356e+00
17,18,-2.5297e+00
17,19,-1.0119e+00
17,20,1.5178e+00
18,19,-2.5297e+00
18,20,-3.0356e+00
19,20,5.0594e-01
